"id","companyName","companies_ID","meanBonus","meanHourly","medianBonus","medianHourly","reportLink","year","meanHourlyPT","medianHourlyPT","meanHourlyTemp","medianHourlyTemp","perBonusFemale","perBonusMale","perBIKFemale","perBIKMale","pb1Female","pb1Male","pb2Female","pb2Male","pb3Female","pb3Male","pb4Female","pb4Male","perEmployeesFemale","perEmployeesMale"
"425","Arup","43","31.30000","18.00000","25.00000","21.10000","https://www.arup.com/-/media/arup/files/publications/i/ireland-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"426","Department of Transport","133",NULL,"13.70000",NULL,"14.12000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/279281/cd365198-e093-46f0-ba4e-3acc6cf92503.pdf#page=null","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"427","Department of Education","120",NULL,"0.41000",NULL,"2.35000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/279602/8c140584-b96c-4569-953d-1ca0c268f37f.pdf#page=null","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"428","Department of Public Expenditure and Reform","128",NULL,"2.57000",NULL,"-1.56000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/279416/03dd45a2-f1ff-4b52-9d68-b5ebb5cda78d.pdf#page=null","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"429","Department of Housing, Local Government and Heritage","125",NULL,"5.04000",NULL,"7.41000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/279276/8799dc05-545d-4add-b46e-8772391f3314.pdf#page=null","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"430","Department of Children, Equality, Disability, Integration and Youth","368",NULL,"-5.10000",NULL,"-13.50000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/279680/ee7599f7-1d79-4c65-9d18-c4547b2f7843.pdf#page=null","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"431","Department of Finance","122",NULL,"4.82000",NULL,"10.59000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/279727/8ee81890-8dd2-4916-8b17-e7071b78156d.pdf#page=null","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"432","Department of Tourism, Culture, Arts, Gaeltacht, Sport and Media","132",NULL,"4.24000",NULL,"0.92000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/279721/666a0cd2-9804-4178-a2cb-3266cc5ffeb8.pdf#page=null","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"433","Department of Health","124",NULL,"3.02000",NULL,"-0.76000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/279788/96329f96-32b0-4a4a-b14b-e1a737b6a357.pdf#page=null","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"434","Department of the Taoiseach","131",NULL,"5.57000",NULL,"2.50000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/279638/2ded1de4-53fd-413a-9c49-f5022334e6e0.pdf#page=null","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"435","Department of Social Protection","129",NULL,"4.69000",NULL,"-0.24000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/279824/414971aa-a5d3-4df5-aca9-946dcd1557d4.pdf#page=null","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"436","Department of Further and Higher Education, Research, Innovation and Science","520",NULL,"7.66000",NULL,"-1.93000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/267607/1cbfa80b-397b-4934-9c67-46ea85fe28d1.pdf#page=null","2022","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"437","Department of Further and Higher Education, Research, Innovation and Science","520",NULL,"7.95000",NULL,"1.88000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/279827/c8ae368c-9004-48d9-8bed-842e8e54db4d.pdf#page=null","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"438","Department of Justice and the
Probation Service: Probation Service","126",NULL,"-5.20000",NULL,"-19.66000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/279867/344e5310-9736-4530-87e2-79d01f4d8a1e.pdf#page=null","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"439","Department of Justice and the
Probation Service: the Department","127",NULL,"5.32000",NULL,"4.99000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/279864/3f54d805-a7ec-4902-a2b3-54121bb25633.pdf#page=null","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"440","Department of Foreign Affairs","123",NULL,"11.90000",NULL,"4.71000","https://dfa.ie/media/dfa/aboutus/ourcommitments/Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"441","Department of the Environment, Climate and Communications","130",NULL,"10.30000",NULL,"10.30000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/279238/da88f55b-5a87-4493-ad69-6ad6c4a4e8b4.pdf#page=null","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"442","AbbVie Westport","6","13.00000","12.00000","-22.30000","6.90000","https://www.abbvie.ie/content/dam/abbvie-dotcom/ie/documents/AbbVie_Gender_Gap_Report_2023_Westport.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"443","AbbVie Sligo","5","10.60000","7.60000","6.00000","9.90000","https://www.abbvie.ie/content/dam/abbvie-dotcom/ie/documents/AbbVie_Gender_Gap_Report_2023_Sligo.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"444","ABP Food Group: Irish Country Meats","9","61.90000","15.90000","0.00000","12.70000","https://irishcountrymeats.com/wp-content/uploads/2023/12/ICM-Gender-Pay-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"445","ABP Food Group: C&D Foods","8","80.10000","15.80000","0.00000","0.00000","https://cdfoods.com/wp-content/uploads/2023/12/CD-Gender-Pay-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"446","Accenture","11","19.69000","9.14000","11.42000","2.03000","https://www.accenture.com/ie-en/about/inclusion-diversity/ireland-gender-pay-gap","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"447","Actavo","12","7.60000","6.30000","-83.30000","13.90000","https://actavo.com/images/uploads/general/Actavo_Group_Limited_Gender_Pay_Gap_Report_2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"448","Irish Rugby Football Union (IRFU)","521","38.00000","29.00000","35.00000","12.00000","https://d19fc3vd0ojo3m.cloudfront.net/irfu/wp-content/uploads/2023/12/14162818/IRFU-Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"449","Irish Rugby Football Union (IRFU)","521","65.00000","31.00000","26.00000","17.00000","https://d19fc3vd0ojo3m.cloudfront.net/irfu/wp-content/uploads/2023/12/14162818/IRFU-Gender-Pay-Gap-Report-2023.pdf","2022","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"450","AIB","15","5.00000","18.90000","23.90000","13.10000","https://aib.ie/content/dam/aib/personal/docs/help-and-guidance/AIB-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"451","AIG (both legal entities)","16","53.00000","28.20000","31.00000","29.40000","https://www.aig.ie/content/dam/aig/emea/ireland/documents/misc/aig-ireland-gender-pay-gap-report%202023_ada-version.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"452","Alexion","522","48.10000","24.20000","23.30000","17.90000","https://alexion.com/documents/alexion_gender_pay_gap_report_2022","2022","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"453","Alexion","522","42.70000","24.60000","7.90000","14.70000","https://alexion.com/documents/alexion_gender_pay_gap_report_2023","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"454","Amazon Ireland Support Services Ltd ","24","-11.20000","0.80000","-29.40000","-6.80000","https://assets.aboutamazon.com/df/ba/0167994d45818b56351503d012e2/amazon-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"455","Amazon Data Services Ireland Ltd","22","13.30000","9.40000","19.10000","10.20000","https://assets.aboutamazon.com/df/ba/0167994d45818b56351503d012e2/amazon-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"456","Amazon Development Centre Ireland Ltd ","23","29.00000","15.20000","32.40000","17.50000","https://assets.aboutamazon.com/df/ba/0167994d45818b56351503d012e2/amazon-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"457","AWS EMEA SARL (Irish Branch)","50","4.20000","9.00000","15.80000","11.00000","https://assets.aboutamazon.com/df/ba/0167994d45818b56351503d012e2/amazon-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"458","Arachas","36","57.00000","31.00000","41.00000","28.00000","https://www.arachas.ie/media/boknvjsv/gpg-arachas-final-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"459","Aramark: Avoca Handweavers Shops Limited","37","33.40000","4.00000","28.70000","2.40000","https://northerneurope.aramark.com/content/dam/aramark/ireland/pdfs/gender-pay-pdfs/Gender%20Pay%20Gap%20Report%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"460","Aramark: Campbell Catering Limited","38","67.10000","11.80000","37.40000","3.20000","https://northerneurope.aramark.com/content/dam/aramark/ireland/pdfs/gender-pay-pdfs/Gender%20Pay%20Gap%20Report%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"461","Aramark: Vector Workplace and Facility Management Limited","39","-9.40000","29.80000","4.80000","25.30000","https://northerneurope.aramark.com/content/dam/aramark/ireland/pdfs/gender-pay-pdfs/Gender%20Pay%20Gap%20Report%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"462","Ardmac","40","42.00000","13.00000","20.00000","-17.00000","https://www.ardmac.com/report-on-the-gender-pay-gap-at-ardmac-2023/","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"463","Arrabawn","41","46.00000","5.80000","57.00000","8.70000","https://arrabawn.ie/wp-content/uploads/2023/12/Arrabawn-Gender-Pay-Gap-2023.12.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"464","Arthur Cox (including partners)","42","75.00000","56.00000","53.00000","14.00000","https://www.arthurcox.com/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-2023-FINAL.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"465","ARYZTA Food Solutions Ireland","44","20.40000","-5.70000","-9.60000","-30.50000","https://aryzta.ie/wp-content/uploads/2023/12/AFSI-ABI-Gender-Paygap-Report-2023-1.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"466","Avaya","48","-15.80000","14.40000","27.70000","17.70000","https://www.avaya.com/en/documents/avaya-ireland-gender-pay-gap-report-2023.pdf?t=0#:~:text=Similarly%2C%20our%20mean%20Gender%20Pay,pay%20gap%20that%20favours%20females.","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"467","Aviva","49","40.10000","23.10000","26.70000","24.60000","https://static.aviva.io/content/dam/aviva-public/ie/pdfs/gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"468","BAM Ireland: Building","51","42.47000","29.86000","50.62000","32.11000","https://www.bamireland.ie/wp-content/uploads/2023/12/BAM-Ireland-Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"469","BAM Ireland: Civil","52","42.80000","24.42000","24.86000","19.75000","https://www.bamireland.ie/wp-content/uploads/2023/12/BAM-Ireland-Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"470","Barclays Bank Ireland Plc","55","57.20000","33.10000","26.70000","21.30000","https://home.barclays/content/dam/home-barclays/documents/who-we-are/our-strategy/DandI/Ireland%20Pay%20Gap%20Report%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"471","Baxter Healthcare Ireland","56","16.01000","10.37000","11.30000","11.51000","https://www.baxterhealthcare.ie/sites/g/files/ebysai1646/files/2023-12/6626_Baxter_A4GenderPayGap_2023_01.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"472","BDO Ireland","57","20.00000","11.00000","0.00000","-13.00000","https://www.bdo.ie/getattachment/1e65ee6b-5bd9-4508-9f7b-493850c58ec0/BDO-Ireland-Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"473","BNY Mellon: Fund Services DAC","66","24.00000","13.00000","14.00000","10.00000","https://www.bnymellon.com/content/dam/bnymellon/documents/pdf/emea/2023-gender-pay-gap-report-fsi-dac.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"474","BNY Mellon: SA/NV, Dublin Branch","67","48.00000","23.00000","22.00000","10.00000","https://www.bnymellon.com/content/dam/bnymellon/documents/pdf/emea/2023-gender-pay-gap-report-dublin.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"475","Boliden Tara Mines","68","47.00000","18.00000","33.00000","23.00000","https://www.boliden.com/4afbff/globalassets/operations/mines/tara/boliden-tara-mines-gender-pay-gap-report-2023-final.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"476","Bord Gais Energy","69","17.10000","9.30000","5.30000","-4.80000","https://assets-us-01.kc-usercontent.com/7dd6b71d-d672-0004-6a4d-7043e1d0db33/ade795b8-da9a-4ac7-a1b1-7df404751838/Gender%20Pay%20Statement%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"477","Boston Scientific","71","24.30000","10.50000","9.10000","8.30000","https://www.bostonscientific.com/en-EU/about-us/corporate-social-responsibility/people/diversity-and-inclusion/gender-pay-gap-reporting-irl/2023.html","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"478","Britvic Ireland","72","-27.90000","-7.60000","-147.10000","1.80000","https://www.britvic.com/media/iuopk2ox/britvic-ireland-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"479","Brown Thomas Arnotts","73","51.90000","12.80000","18.00000","1.40000","https://bta.scene7.com/is/content/brownthomas/2023-gender-gap-report","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"480","BT Communications Ireland Ltd","74","41.70000","23.70000","23.20000","26.90000","https://www.btireland.com/docs/default-source/reports-and-policies--responsible-business/final-gender-pay-gap-report-2023-11-23_d5.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"481","BWG Foods","75","5.41000","18.88000","-21.53000","-3.44000","https://www.bwg.ie/bwg-foods-publishes-gender-pay-gap-report-for-2023/","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"482","C&C Group Plc (all legal entities)","76","39.30000","-19.50000","39.20000","-22.70000","https://candcgroupplc.com/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-CC-2023-V7.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"483","Carbery","79","-21.40000","17.90000","-70.60000","9.80000","https://www.carbery.com/wp-content/uploads/2023/12/Carbery-Gender-Report-2023FV.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"484","Carlow County Council","80",NULL,"9.14000",NULL,"-10.54000","https://www.carlow.ie/wp-content/documents/uploads/Gender%20Pay%20Gap%20Report%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"485","CarTrawler","81","21.00000","18.00000","22.00000","19.00000","https://corporate.cartrawler.com/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"486","Cavan County Council","82",NULL,"0.94000",NULL,"-14.23000","https://www.cavancoco.ie/file-library/your-council/corporate/miscellaneous-corporate/cavan-county-council-gender-pay-gap-report-for-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"487","Center Parcs Ireland","83","50.40000","16.40000","46.60000","14.40000","https://corporate.centerparcs.co.uk/content/dam/centerparcs/corporate-documents/gender-pay/99945-2-Gender-Pay-Report-2023-A4-IRE.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
